PAYERGROUPCODE,STATECODE,MONTHUID,ACTIVEMEMBERSHIP,ACTIVEMEMBERSHIP_FORECAST,ACTIVEMEMBERSHIP_FORECAST_LOWER,ACTIVEMEMBERSHIP_FORECAST_UPPER,ACTIVEMEMBERSHIP_FORECAST_MAE,MODEL
Medicaid,NE,2019-04,19,18.360979466,15.72493358,21.245270678,4.534303809,PROPHET
Medicaid,NE,2019-05,19,17.206000433,14.233309184,20.073832976,4.534303809,PROPHET
Medicaid,NE,2019-06,16,16.012522096,13.3154883,18.766457484,4.534303809,PROPHET
Medicaid,NE,2019-07,16,14.857543059,11.936522737,17.664697679,4.534303809,PROPHET
Medicaid,NE,2019-08,16,13.664064719,10.967802464,16.356323192,4.534303809,PROPHET
Medicaid,NE,2019-09,14,12.47058638,9.784593508,15.18039313,4.534303809,PROPHET
Medicaid,NE,2019-10,12,11.315607338,8.543442012,14.19828834,4.534303809,PROPHET
Medicaid,NE,2019-11,12,10.122128994,7.183851788,13.067545641,4.534303809,PROPHET
Medicaid,NE,2019-12,3,8.967149951,6.21404136,11.625551032,4.534303809,PROPHET
Medicaid,NE,2020-01,,7.773671607,4.745712607,10.65677318,4.534303809,PROPHET
Medicaid,NE,2020-02,,6.580193263,3.740645898,9.316151242,4.534303809,PROPHET
Medicaid,NH,2019-01,479,448.322658151,431.974489862,464.329365599,7.936559569,PROPHET
Medicaid,NH,2019-02,424,435.30320904,418.292499145,452.449149216,7.936559569,PROPHET
Medicaid,NH,2019-03,415,423.54370664,406.929087034,440.758918629,7.936559569,PROPHET
Medicaid,NH,2019-04,406,410.524513482,394.457508352,427.084693931,7.936559569,PROPHET
Medicaid,NH,2019-05,400,397.925955041,381.869722447,415.137391379,7.936559569,PROPHET
Medicaid,NH,2019-06,368,384.930161594,367.96306904,401.759919731,7.936559569,PROPHET
Medicaid,NH,2019-07,360,375.265085202,358.884716403,391.329716653,7.936559569,PROPHET
Medicaid,NH,2019-08,364,365.301937045,348.9500792,381.607994994,7.936559569,PROPHET
Medicaid,NH,2019-09,366,355.338788897,339.627551317,372.069674903,7.936559569,PROPHET
Medicaid,NH,2019-10,358,345.697032602,328.423926656,361.530725018,7.936559569,PROPHET
Medicaid,NH,2019-11,338,335.733884431,319.064756421,352.498085656,7.936559569,PROPHET
Medicaid,NH,2019-12,326,326.092128137,310.060855918,342.59217879,7.936559569,PROPHET
Medicaid,NH,2020-01,,316.128979965,299.658965838,332.649334058,7.936559569,PROPHET
Medicaid,NH,2020-02,,306.165831794,289.606593002,322.894332123,7.936559569,PROPHET
Medicaid,NJ,2019-01,686,687.420479174,666.043524803,708.432250288,35.595974126,PROPHET
Medicaid,NJ,2019-02,693,698.105131196,676.788629709,718.775903066,35.595974126,PROPHET
Medicaid,NJ,2019-03,716,707.755784621,684.273863613,727.23952812,35.595974126,PROPHET
Medicaid,NJ,2019-04,697,718.440436637,696.796886918,738.665898341,35.595974126,PROPHET
Medicaid,NJ,2019-05,722,728.780422483,708.729958855,750.324047467,35.595974126,PROPHET
Medicaid,NJ,2019-06,744,739.465074296,718.522827408,762.247701948,35.595974126,PROPHET
Medicaid,NJ,2019-07,758,749.780435218,728.052856661,772.260063995,35.595974126,PROPHET
Medicaid,NJ,2019-08,777,760.389208416,738.495909114,781.526827046,35.595974126,PROPHET
Medicaid,NJ,2019-09,783,770.93107401,750.024729014,791.228115272,35.595974126,PROPHET
Medicaid,NJ,2019-10,793,781.00824972,760.079922409,803.188661228,35.595974126,PROPHET
Medicaid,NJ,2019-11,807,791.421331287,768.549405845,812.399974498,35.595974126,PROPHET
Medicaid,NJ,2019-12,759,801.498506997,780.094206647,823.981482465,35.595974126,PROPHET
Medicaid,NJ,2020-01,,811.911588564,788.989804354,832.449715311,35.595974126,PROPHET
Medicaid,NJ,2020-02,,822.324670131,801.25738771,843.60069836,35.595974126,PROPHET
Medicaid,NM,2019-01,476,409.174426566,-218.720421706,1014.633415824,1018.662909376,PROPHET
Medicaid,NM,2019-02,495,784.853715977,193.875272553,1368.939136546,1018.662909376,PROPHET
Medicaid,NM,2019-03,490,1124.176945133,483.840988837,1719.291795543,1018.662909376,PROPHET
Medicaid,NM,2019-04,1776,1499.856234623,881.781538078,2119.361658032,1018.662909376,PROPHET
Medicaid,NM,2019-05,1829,1863.416837295,1228.096957385,2512.333729499,1018.662909376,PROPHET
Medicaid,NM,2019-06,1828,2239.096126417,1588.52370774,2863.948150368,1018.662909376,PROPHET
Medicaid,NM,2019-07,3595,2602.656728827,1968.062955646,3202.829466123,1018.662909376,PROPHET
Medicaid,NM,2019-08,3657,2978.336017922,2383.597777308,3584.866124547,1018.662909376,PROPHET
Medicaid,NM,2019-09,3675,3354.015307007,2743.039192172,3977.081791962,1018.662909376,PROPHET
Medicaid,NM,2019-10,3724,3717.575909288,3103.057355892,4337.437249814,1018.662909376,PROPHET
Medicaid,NM,2019-11,3788,4093.255198311,3514.46210079,4678.903137821,1018.662909376,PROPHET
Medicaid,NM,2019-12,3798,4456.815800591,3827.850589431,5081.760069376,1018.662909376,PROPHET
Medicaid,NM,2020-01,,4832.495089615,4217.489277928,5478.633697886,1018.662909376,PROPHET
Medicaid,NM,2020-02,,5208.174378638,4632.749691352,5809.69056826,1018.662909376,PROPHET
Medicaid,NV,2019-01,80,83.108108506,72.256734898,93.435023146,17.12298761,PROPHET
Medicaid,NV,2019-02,77,78.991395398,68.724523672,88.67212251,17.12298761,PROPHET
Medicaid,NV,2019-03,73,75.273073878,65.511673031,85.584437618,17.12298761,PROPHET
Medicaid,NV,2019-04,67,71.156360768,60.581454285,80.6837719,17.12298761,PROPHET
Medicaid,NV,2019-05,67,67.172444854,57.735335871,77.226368714,17.12298761,PROPHET
Medicaid,NV,2019-06,70,63.055731742,53.316148655,73.101661209,17.12298761,PROPHET
Medicaid,NV,2019-07,60,59.071815824,48.574594025,69.671194219,17.12298761,PROPHET
Medicaid,NV,2019-08,60,54.955102707,44.914426863,65.171915968,17.12298761,PROPHET
Medicaid,NV,2019-09,59,50.838389588,40.851578203,60.770068067,17.12298761,PROPHET
Medicaid,NV,2019-10,53,46.854473663,35.974819622,56.995486139,17.12298761,PROPHET
Medicaid,NV,2019-11,49,42.73776054,32.882052064,52.179159894,17.12298761,PROPHET
Medicaid,NV,2019-12,17,38.753844615,28.979191709,49.808643819,17.12298761,PROPHET
Medicaid,NV,2020-01,,34.637131493,24.922863784,44.278234252,17.12298761,PROPHET
Medicaid,NV,2020-02,,30.520418371,20.499006327,40.497194126,17.12298761,PROPHET
Medicaid,NY,2019-01,761,781.203067265,631.362056539,932.981839411,180.245083331,PROPHET
Medicaid,NY,2019-02,719,758.348544492,602.54028079,903.118281905,180.245083331,PROPHET
Medicaid,NY,2019-03,697,737.705749702,599.480387917,872.939490171,180.245083331,PROPHET
Medicaid,NY,2019-04,697,714.851226879,562.672945873,865.182646902,180.245083331,PROPHET
Medicaid,NY,2019-05,662,692.733946718,539.590965975,845.609016373,180.245083331,PROPHET
Medicaid,NY,2019-06,689,669.879423875,523.665871939,826.212183925,180.245083331,PROPHET
Medicaid,NY,2019-07,691,647.762143751,491.011837366,803.986934765,180.245083331,PROPHET
Medicaid,NY,2019-08,720,624.907620964,477.28497333,773.261244878,180.245083331,PROPHET
Medicaid,NY,2019-09,702,602.053098128,447.584412472,751.558810457,180.245083331,PROPHET
Medicaid,NY,2019-10,682,579.935818006,430.517154221,723.812897494,180.245083331,PROPHET
Medicaid,NY,2019-11,692,557.081295212,401.553143608,718.026839483,180.245083331,PROPHET
Medicaid,NY,2019-12,189,534.964015089,381.388723022,684.789395463,180.245083331,PROPHET
Medicaid,NY,2020-01,,512.109492296,365.28513358,683.479143147,180.245083331,PROPHET
Medicaid,NY,2020-02,,489.254969502,335.984631551,634.053769946,180.245083331,PROPHET
Medicaid,OH,2019-01,1329,1043.327414584,805.875986067,1260.175976274,205.464813761,PROPHET
Medicaid,OH,2019-02,1311,984.790723126,762.321342294,1220.583293541,205.464813761,PROPHET
Medicaid,OH,2019-03,666,931.91887281,710.786862725,1168.585188179,205.464813761,PROPHET
Medicaid,OH,2019-04,660,873.382181445,645.457016075,1100.887679072,205.464813761,PROPHET
Medicaid,OH,2019-05,644,816.733770431,573.121071809,1046.972570346,205.464813761,PROPHET
Medicaid,OH,2019-06,638,758.19707907,547.732811984,996.813297456,205.464813761,PROPHET
Medicaid,OH,2019-07,598,701.548668133,476.370309946,919.240024569,205.464813761,PROPHET
Medicaid,OH,2019-08,611,643.0119769,418.637491336,867.743600694,205.464813761,PROPHET
Medicaid,OH,2019-09,612,584.475285651,366.030469539,823.171539613,205.464813761,PROPHET
Medicaid,OH,2019-10,600,527.826874808,284.634811034,753.781161504,205.464813761,PROPHET
Medicaid,OH,2019-11,582,469.290183604,244.009162559,699.632081627,205.464813761,PROPHET
Medicaid,OH,2019-12,499,412.641772761,185.977210217,656.798766367,205.464813761,PROPHET
Medicaid,OH,2020-01,,354.105081556,138.526528714,597.767473673,205.464813761,PROPHET
Medicaid,OH,2020-02,,295.568390352,79.003244437,517.287864427,205.464813761,PROPHET
Medicaid,OK,2019-01,799,798.83811627,794.2586977,803.656871021,5.945875289,PROPHET
Medicaid,OK,2019-02,801,797.627807461,792.969073179,802.157445657,5.945875289,PROPHET
Medicaid,OK,2019-03,793,796.53462531,791.795873675,801.205153033,5.945875289,PROPHET
Medicaid,OK,2019-04,793,795.715450575,791.133358648,799.86256354,5.945875289,PROPHET
Medicaid,OK,2019-05,794,795.097313986,790.393651475,799.389301624,5.945875289,PROPHET
Medicaid,OK,2019-06,798,794.458572806,789.91826846,798.912777467,5.945875289,PROPHET
Medicaid,OK,2019-07,797,793.824719465,789.51687937,798.372444098,5.945875289,PROPHET
Medicaid,OK,2019-08,794,793.111310836,788.652201491,797.9171219,5.945875289,PROPHET
Medicaid,OK,2019-09,792,792.397902178,788.039888416,796.863697835,5.945875289,PROPHET
Medicaid,OK,2019-10,790,793.750594552,788.894909434,797.973456161,5.945875289,PROPHET
Medicaid,OK,2019-11,789,795.148376672,790.600636509,799.954382594,5.945875289,PROPHET
Medicaid,OK,2019-12,803,796.501069046,791.881009991,801.250753517,5.945875289,PROPHET
Medicaid,OK,2020-01,,797.898851166,793.414930176,802.337295672,5.945875289,PROPHET
Medicaid,OK,2020-02,,799.296633286,794.775732027,803.840707594,5.945875289,PROPHET
Medicaid,OR,2019-01,174,176.972301437,162.674344987,192.095413781,55.084832281,PROPHET
Medicaid,OR,2019-02,165,171.504445262,156.878201983,186.085040189,55.084832281,PROPHET
Medicaid,OR,2019-03,160,166.565736502,152.421586267,181.303565746,55.084832281,PROPHET
Medicaid,OR,2019-04,158,161.09788037,145.76563266,175.151998592,55.084832281,PROPHET
Medicaid,OR,2019-05,158,155.806406771,141.247420091,170.996935236,55.084832281,PROPHET
Medicaid,OR,2019-06,159,150.338550627,135.102566007,165.582624885,55.084832281,PROPHET
Medicaid,OR,2019-07,151,145.04707699,128.879498173,160.732267248,55.084832281,PROPHET
Medicaid,OR,2019-08,149,139.579220742,124.24779044,155.162169395,55.084832281,PROPHET
Medicaid,OR,2019-09,141,134.111364535,119.438804272,149.021907421,55.084832281,PROPHET
Medicaid,OR,2019-10,140,128.819390256,114.112790493,143.351710497,55.084832281,PROPHET
Medicaid,OR,2019-11,132,123.351016834,108.773419774,137.525411669,55.084832281,PROPHET
Medicaid,OR,2019-12,85,118.059042556,101.938219216,132.562123847,55.084832281,PROPHET
Medicaid,OR,2020-01,,112.590669134,96.312465691,127.700444226,55.084832281,PROPHET
Medicaid,OR,2020-02,,107.122295713,91.992502562,120.685211466,55.084832281,PROPHET
Medicaid,PA,2019-01,8627,8615.371841011,8537.744041547,8692.617851216,279.133236349,PROPHET
Medicaid,PA,2019-02,8639,8622.059563718,8542.806593217,8700.833816768,279.133236349,PROPHET
Medicaid,PA,2019-03,8600,8628.100087446,8547.776371204,8708.407136622,279.133236349,PROPHET
Medicaid,PA,2019-04,8624,8634.787811859,8555.640757851,8715.99872352,279.133236349,PROPHET
Medicaid,PA,2019-05,8646,8641.259805791,8557.63586492,8725.130826546,279.133236349,PROPHET
Medicaid,PA,2019-06,8639,8647.947531464,8567.004742278,8730.911234468,279.133236349,PROPHET
Medicaid,PA,2019-07,8622,8654.419526232,8567.004066523,8732.332244329,279.133236349,PROPHET
Medicaid,PA,2019-08,8645,8661.107256266,8587.80496375,8736.887782195,279.133236349,PROPHET
Medicaid,PA,2019-09,8653,8667.79498681,8587.559296227,8746.256438084,279.133236349,PROPHET
Medicaid,PA,2019-10,8708,8595.387822417,8515.057084682,8680.606091381,279.133236349,PROPHET
Medicaid,PA,2019-11,8630,8520.567085878,8434.379030157,8601.36467368,279.133236349,PROPHET
Medicaid,PA,2019-12,8304,8448.159921485,8374.710973573,8529.199401135,279.133236349,PROPHET
Medicaid,PA,2020-01,,8373.339184946,8290.070226217,8457.427710394,279.133236349,PROPHET
Medicaid,PA,2020-02,,8298.518448407,8210.889637973,8378.101131073,279.133236349,PROPHET
Medicaid,PR,2019-01,23758,24242.221037145,19087.485168301,29430.779728768,8728.604573105,PROPHET
Medicaid,PR,2019-02,21939,23069.745293252,17938.614235069,28417.79171077,8728.604573105,PROPHET
Medicaid,PR,2019-03,20138,22010.734945262,17188.337462901,26982.650760283,8728.604573105,PROPHET
Medicaid,PR,2019-04,19940,20838.25920238,15559.051228973,26271.474832237,8728.604573105,PROPHET
Medicaid,PR,2019-05,19962,19703.605257857,14696.848012274,24756.236782503,8728.604573105,PROPHET
Medicaid,PR,2019-06,19118,18531.129514076,13597.454113066,23506.166501357,8728.604573105,PROPHET
Medicaid,PR,2019-07,19215,17396.475569573,12222.090831477,22708.7877339,8728.604573105,PROPHET
Medicaid,PR,2019-08,17933,16223.999827525,11357.815829419,21636.678371993,8728.604573105,PROPHET
Medicaid,PR,2019-09,17958,15051.524086342,9924.596353917,20243.409482368,8728.604573105,PROPHET
Medicaid,PR,2019-10,18014,13916.870142717,8720.051695501,18849.461784795,8728.604573105,PROPHET
Medicaid,PR,2019-11,18021,12744.394400972,7682.053176068,18214.216937894,8728.604573105,PROPHET
Medicaid,PR,2019-12,5,11609.740457348,6334.998315236,16852.929692904,8728.604573105,PROPHET
Medicaid,PR,2020-01,,10437.264715602,5521.242733373,15687.86887617,8728.604573105,PROPHET
Medicaid,PR,2020-02,,9264.788973857,3884.718594786,14162.782078173,8728.604573105,PROPHET
Medicaid,RI,2019-01,23,22.475299438,19.421920834,25.677443394,4.202241622,PROPHET
Medicaid,RI,2019-02,23,21.626017448,18.434831821,24.875382152,4.202241622,PROPHET
Medicaid,RI,2019-03,21,20.858924039,17.596441,24.119274372,4.202241622,PROPHET
Medicaid,RI,2019-04,19,20.00964205,16.887731736,23.106268391,4.202241622,PROPHET
Medicaid,RI,2019-05,17,19.187756255,16.055575638,22.375624364,4.202241622,PROPHET
Medicaid,RI,2019-06,17,18.338474266,15.046420506,21.507985518,4.202241622,PROPHET
Medicaid,RI,2019-07,17,17.51658847,14.252969004,20.647618993,4.202241622,PROPHET
Medicaid,RI,2019-08,16,16.66730648,13.40756825,19.763640296,4.202241622,PROPHET
Medicaid,RI,2019-09,17,15.818024489,12.732711967,18.94556542,4.202241622,PROPHET
Medicaid,RI,2019-10,20,14.99613869,11.883366015,18.031540913,4.202241622,PROPHET
Medicaid,RI,2019-11,17,14.146856697,11.120530078,17.062013668,4.202241622,PROPHET
Medicaid,RI,2019-12,8,13.324970898,10.173888646,16.546489429,4.202241622,PROPHET
Medicaid,RI,2020-01,,12.475688906,9.402171039,15.617040451,4.202241622,PROPHET
Medicaid,RI,2020-02,,11.626406913,8.511032657,14.861941252,4.202241622,PROPHET
Medicaid,SC,2019-01,62,60.712942194,55.606126969,66.146994534,7.54823899,PROPHET
Medicaid,SC,2019-02,54,57.275306385,52.200895744,62.552750022,7.54823899,PROPHET
Medicaid,SC,2019-03,53,54.17034501,49.011639075,59.231454176,7.54823899,PROPHET
Medicaid,SC,2019-04,51,50.732709203,45.357188248,55.821119273,7.54823899,PROPHET
Medicaid,SC,2019-05,49,47.405964873,42.350658771,52.581913517,7.54823899,PROPHET
Medicaid,SC,2019-06,42,43.968329064,39.216595776,48.858636062,7.54823899,PROPHET
Medicaid,SC,2019-07,38,40.641584733,35.009704112,45.846687431,7.54823899,PROPHET
Medicaid,SC,2019-08,44,37.203948924,31.757635976,42.888329206,7.54823899,PROPHET
Medicaid,SC,2019-09,35,33.766313115,28.71195786,38.687574627,7.54823899,PROPHET
Medicaid,SC,2019-10,33,30.439568782,25.352744743,36.273990979,7.54823899,PROPHET
Medicaid,SC,2019-11,32,27.001932972,21.894369268,32.090463617,7.54823899,PROPHET
Medicaid,SC,2019-12,14,23.675188639,18.199306254,28.883508188,7.54823899,PROPHET
Medicaid,SC,2020-01,,20.237552828,15.037621779,25.757677292,7.54823899,PROPHET
Medicaid,SC,2020-02,,16.799917018,11.410858476,22.068683837,7.54823899,PROPHET
Medicaid,SD,2019-01,6,6.029089733,5.685960116,6.394464992,0.1611677882,PROPHET
Medicaid,SD,2019-02,6,6.039095576,5.691853518,6.390510916,0.1611677882,PROPHET
Medicaid,SD,2019-03,6,6.04813311,5.691520578,6.381359596,0.1611677882,PROPHET
Medicaid,SD,2019-04,6,6.058138952,5.704076247,6.455389337,0.1611677882,PROPHET
Medicaid,SD,2019-05,6,6.067822024,5.721625045,6.408266398,0.1611677882,PROPHET
Medicaid,SD,2019-06,6,6.077827865,5.716525489,6.405415319,0.1611677882,PROPHET
Medicaid,SD,2019-07,6,6.087510939,5.751358452,6.460771354,0.1611677882,PROPHET
Medicaid,SD,2019-08,7,6.097516781,5.749420015,6.463309004,0.1611677882,PROPHET
Medicaid,SD,2019-09,6,6.107521053,5.768740663,6.464985168,0.1611677882,PROPHET
Medicaid,SD,2019-10,6,6.117202603,5.750374374,6.473226385,0.1611677882,PROPHET
Medicaid,SD,2019-11,6,6.127206872,5.765613347,6.453432122,0.1611677882,PROPHET
Medicaid,SD,2019-12,6,6.136888423,5.791240202,6.488066437,0.1611677882,PROPHET
Medicaid,SD,2020-01,,6.146892692,5.791809276,6.489628591,0.1611677882,PROPHET
Medicaid,SD,2020-02,,6.15689696,5.840725786,6.518172903,0.1611677882,PROPHET
Medicaid,TN,2019-01,148,154.457353724,150.079483415,158.842332455,3.907680224,PROPHET
Medicaid,TN,2019-02,151,150.658247034,145.971995795,155.025087205,3.907680224,PROPHET
Medicaid,TN,2019-03,148,147.226795489,142.741969461,151.827679811,3.907680224,PROPHET
Medicaid,TN,2019-04,149,143.424154299,139.381438975,147.801679965,3.907680224,PROPHET
Medicaid,TN,2019-05,143,139.73720823,135.280942649,144.38683267,3.907680224,PROPHET
Medicaid,TN,2019-06,137,135.921228353,131.566559629,140.806642345,3.907680224,PROPHET
Medicaid,TN,2019-07,128,132.225968624,127.552245637,136.862335451,3.907680224,PROPHET
Medicaid,TN,2019-08,129,128.40753327,124.257994253,132.919514844,3.907680224,PROPHET
Medicaid,TN,2019-09,127,124.589097504,119.811633145,128.909344555,3.907680224,PROPHET
Medicaid,TN,2019-10,118,120.893836624,116.815306725,125.016256457,3.907680224,PROPHET
Medicaid,TN,2019-11,121,117.07540038,112.166241875,121.701052685,3.907680224,PROPHET
Medicaid,TN,2019-12,109,113.3801395,109.012773854,118.107489689,3.907680224,PROPHET
Medicaid,TN,2020-01,,109.561703257,104.984524734,114.132667577,3.907680224,PROPHET
Medicaid,TN,2020-02,,105.743267014,100.967342913,110.505408925,3.907680224,PROPHET
Medicaid,TX,2019-01,35241,35425.510705426,34901.870781408,35976.415673836,1723.075388989,PROPHET
Medicaid,TX,2019-02,35559,35579.742196834,35047.854076186,36096.636119489,1723.075388989,PROPHET
Medicaid,TX,2019-03,35804,35719.047994081,35181.532045399,36245.758028161,1723.075388989,PROPHET
Medicaid,TX,2019-04,36066,35873.27943975,35327.759755567,36378.539156524,1723.075388989,PROPHET
Medicaid,TX,2019-05,35906,36022.535575256,35519.041221306,36588.54395673,1723.075388989,PROPHET
Medicaid,TX,2019-06,36013,36176.766851563,35599.415937125,36727.194902531,1723.075388989,PROPHET
Medicaid,TX,2019-07,36292,36326.020280014,35777.219078763,36833.046192275,1723.075388989,PROPHET
Medicaid,TX,2019-08,36518,36480.244458001,35960.172508039,36984.331610295,1723.075388989,PROPHET
Medicaid,TX,2019-09,36528,36633.533496298,36092.708679433,37171.351665737,1723.075388989,PROPHET
Medicaid,TX,2019-10,36782,36141.314005421,35604.504967662,36665.872021217,1723.075388989,PROPHET
Medicaid,TX,2019-11,36356,35632.687198182,35092.730795941,36176.258140388,1723.075388989,PROPHET
Medicaid,TX,2019-12,34087,35140.467707305,34612.608774956,35651.907605789,1723.075388989,PROPHET
Medicaid,TX,2020-01,,34631.840900065,34025.122756636,35162.550550347,1723.075388989,PROPHET
Medicaid,TX,2020-02,,34123.214092825,33576.897948572,34742.927950561,1723.075388989,PROPHET
Medicaid,UT,2019-01,101,208.129133832,-7.941279386,444.527797202,81.649800414,PROPHET
Medicaid,UT,2019-02,101,195.270395307,-51.99408256,434.514200537,81.649800414,PROPHET
Medicaid,UT,2019-03,95,183.656050814,-62.770715998,414.770519849,81.649800414,PROPHET
Medicaid,UT,2019-04,116,170.797312292,-73.111592219,402.791911621,81.649800414,PROPHET
Medicaid,UT,2019-05,766,158.353371811,-112.795193051,379.813250283,81.649800414,PROPHET
Medicaid,UT,2019-06,87,145.494633318,-83.451282813,389.542814274,81.649800414,PROPHET
Medicaid,UT,2019-07,82,133.050692833,-94.252499408,371.132324428,81.649800414,PROPHET
Medicaid,UT,2019-08,81,120.191954333,-110.529960044,355.129399127,81.649800414,PROPHET
Medicaid,UT,2019-09,74,107.333215838,-121.578072964,360.570993999,81.649800414,PROPHET
Medicaid,UT,2019-10,75,94.889275326,-125.127921892,346.792830991,81.649800414,PROPHET
Medicaid,UT,2019-11,76,82.030536798,-161.454455927,325.604285802,81.649800414,PROPHET
