MONTHS,PROVIDERNAME,SPECIALITY,STATE,IP_INDICATOR,LOB,PRICEPM,MEMBER_COUNT
2019-11,Mch Primary Care Cardinal Center,Clinic/Center,OH,O,Commercial,4564.62,7
2019-11,Mckinleyville Community Health Center,Clinic/Center,CA,O,Commercial,273.89,3
2019-11,Mckinleyville Community Health Center,Clinic/Center,CA,O,Medicare,3457.33,56
2019-11,Meadowlands Medical Center,Clinic/Center,FL,O,Commercial,278.96,1
2019-11,Med-Cure Internal Medicine Plc.,Clinic/Center,AZ,O,Commercial,529.60,1
2019-11,Medical Center LLP,Clinic/Center,GA,O,Commercial,143.54,2
2019-11,Medina Valley Family Practice,Clinic/Center,TX,O,Commercial,114.80,1
2019-11,Mejia Pediatrics LLC,Clinic/Center,NJ,O,Commercial,70.63,1
2019-11,Mejia Pediatrics LLC,Clinic/Center,NJ,O,Medicare,1242.38,8
2019-11,"Melissa C. Wong, MD, Inc.",Clinic/Center,CA,O,Commercial,258.09,1
2019-11,Memphis Health Center,Clinic/Center,TN,O,Commercial,262.65,4
2019-11,Memphis Health Center,Clinic/Center,TN,O,Medicare,325.15,3
2019-11,Mendocino Coast Clinics-Cypress Ave.,Clinic/Center,CA,O,Medicare,3029.55,38
2019-11,Mens Medical,Clinic/Center,AZ,O,Commercial,584.64,2
2019-11,Mental Health Coop Inc.,Clinic/Center,TN,I,Medicare,12310.77,3
2019-11,Mental Health Coop Inc.,Clinic/Center,TN,O,Commercial,244.33,1
2019-11,Mental Health Coop Inc.,Clinic/Center,TN,O,Medicare,2475.95,388
2019-11,Mercer County Health Department,Clinic/Center,WV,O,Commercial,377.60,1
2019-11,Mercer County Health Department,Clinic/Center,WV,O,Medicare,74.22,1
2019-11,Mercy East Urgent Care,Clinic/Center,IA,O,Medicare,4362.05,37
2019-11,Mercy East Village Urgent Care,Clinic/Center,IA,O,Medicare,3412.61,32
2019-11,Mercy Family Medicine of Tipton,Clinic/Center,IA,O,Medicare,272.58,6
2019-11,Mercy Family Medicine of West Branch,Clinic/Center,IA,O,Medicare,613.93,9
2019-11,Mercy Indianola Family Medicine & Urgent Care,Clinic/Center,IA,O,Medicare,3904.54,32
2019-11,Mercy Internal Medicine PLLC,Clinic/Center,MI,O,Commercial,470.11,4
2019-11,Mercy Medical Center Merced,Clinic/Center,CA,O,Commercial,539.10,2
2019-11,Mercy Services Iowa City Inc.,Clinic/Center,IA,O,Medicare,1461.18,12
2019-11,Mercy South Medical Clinic,Clinic/Center,IA,O,Medicare,4495.35,42
2019-11,Mercyone Beaverdale Family Medicine Clinic,Clinic/Center,IA,O,Medicare,1036.45,7
2019-11,Mercyone Johnston Pediatrics Care Clinic,Clinic/Center,IA,O,Medicare,1417.37,10
2019-11,Meskwaki Health Clinic,Clinic/Center,IA,O,Medicare,72.84,1
2019-11,Metro Family Practice Sc,Clinic/Center,IL,O,Commercial,229.94,2
2019-11,Metro Medical Services,Clinic/Center,MD,O,Commercial,107.66,1
2019-11,Metro Xtracare PC,Clinic/Center,MD,O,Medicare,127.40,1
2019-11,Miami Beach Cmnty. Hlth-Stanley Myers Ctr,Clinic/Center,FL,O,Medicare,194.31,1
2019-11,"Michelle L. Fuselier, MD",Clinic/Center,VA,O,Commercial,129.60,1
2019-11,Michiana Internal Medicine PC,Clinic/Center,IN,O,Commercial,10.57,1
2019-11,Mid Jersey Medical Associates Pa,Clinic/Center,NJ,O,Commercial,839.90,7
2019-11,Mid Kansas Eyecare Inc.,Clinic/Center,KS,O,Medicare,290.14,1
2019-11,Middlebrook Pediatrics LLC,Clinic/Center,MD,O,Medicare,645.32,3
2019-11,Midtown Medical,Clinic/Center,MS,O,Commercial,345.99,2
2019-11,Mile Square Health Center at Univ. of Il,Clinic/Center,IL,O,Commercial,7414.38,42
2019-11,Mile Square Health Center at Univ. of Il,Clinic/Center,IL,O,Medicare,3374.66,40
2019-11,Miles Family Medicine LLC,Clinic/Center,GA,O,Commercial,401.48,2
2019-11,Milestones Pediatrics of New York PC,Clinic/Center,NY,O,Commercial,529.83,4
2019-11,Milton Medical Group LLC,Clinic/Center,GA,O,Commercial,315.60,2
2019-11,Minnie Hamilton Health Care-Glenville,Clinic/Center,WV,O,Commercial,455.02,2
2019-11,Miramar Health Center,Clinic/Center,WA,O,Medicare,59.30,1
2019-11,Mirian Worthy Womens Health Center,Clinic/Center,GA,O,Commercial,331.25,2
2019-11,Mirian Worthy Womens Health Center,Clinic/Center,GA,O,Medicare,23388.64,47
2019-11,Mission Viejo Family Medical Center,Clinic/Center,CA,O,Commercial,147.22,1
2019-11,Mississippi Family Medicine PC,Clinic/Center,MS,O,Commercial,352.29,3
2019-11,Mobile Medical Care,Clinic/Center,MD,O,Medicare,143.74,1
2019-11,Monmouth Family Health Center,Clinic/Center,NJ,O,Commercial,6466.99,45
2019-11,Monmouth Family Health Center,Clinic/Center,NJ,O,Medicare,13035.38,32
2019-11,Monongalia Pediatric & Youth Assoc. Inc.,Clinic/Center,WV,O,Commercial,519.50,2
2019-11,Monticello Medical Clinic,Clinic/Center,AR,O,Commercial,410.80,1
2019-11,More Health Care,Clinic/Center,MS,O,Commercial,330.21,2
2019-11,Moreno Valley Family Health Center,Clinic/Center,CA,O,Commercial,95.79,1
2019-11,Moreno Valley Family Health Center,Clinic/Center,CA,O,Medicare,4263.43,69
2019-11,Moreno Valley Womens & Family Clinic,Clinic/Center,CA,O,Medicare,65.70,1
2019-11,Morris Pediatric Care LLC,Clinic/Center,NJ,O,Commercial,430.13,5
2019-11,Morton East Adolescent Health Center,Clinic/Center,IL,O,Medicare,72.84,1
2019-11,Mother and Child Center,Clinic/Center,IL,O,Medicare,280.74,3
2019-11,Mount Vernon Healthy Living Center,Clinic/Center,IL,O,Commercial,4175.32,26
2019-11,Mountain Comprehensive Health Corp.,Clinic/Center,KY,O,Medicare,793.87,19
2019-11,Mountain Park Health Center-Maryvale,Clinic/Center,AZ,O,Commercial,1567.36,12
2019-11,Mountain Park Health Center-Maryvale,Clinic/Center,AZ,O,Medicare,46.08,1
2019-11,Mountain Ridge Pediatrics,Clinic/Center,VA,O,Commercial,1057.44,2
2019-11,Mountain Ridge Pediatrics,Clinic/Center,VA,O,Medicare,863.02,1
2019-11,Mountain View Medical,Clinic/Center,AZ,O,Commercial,,1
2019-11,Mountainside Family Practice Associates,Clinic/Center,NJ,O,Commercial,110.80,1
2019-11,Mountainside Family Practice Associates,Clinic/Center,NJ,O,Medicare,237.30,1
2019-11,Mulberry Family Clinic,Clinic/Center,AR,O,Commercial,74.33,1
2019-11,"Namita Mohideen, MD, Inc.",Clinic/Center,CA,O,Commercial,56.63,1
2019-11,Native Health-Central,Clinic/Center,AZ,O,Medicare,1528.55,16
2019-11,Near South Health Cener,Clinic/Center,IL,O,Medicare,1634.49,16
2019-11,Nebraska Urban Indian Medical Center,Clinic/Center,NE,O,Medicare,231.45,2
2019-11,Necc-California Family Care Clinic,Clinic/Center,CA,O,Medicare,2.06,1
2019-11,Neighborcare Health at Columbia City,Clinic/Center,WA,O,Commercial,76.82,1
2019-11,Neighborhood Healthcare-Grand Ave.,Clinic/Center,CA,O,Commercial,54.47,1
2019-11,New Horizon Family Hlth. Svcs-Greer,Clinic/Center,SC,O,Medicare,599.64,3
2019-11,New Paltz Family Health Center,Clinic/Center,NY,O,Commercial,176.74,1
2019-11,New Paltz Family Health Center,Clinic/Center,NY,O,Medicare,1599.96,11
2019-11,"Newelldixon, PLLC",Clinic/Center,CO,O,Commercial,295.17,1
2019-11,Newsom Healthcare of Desoto County LLC,Clinic/Center,MS,O,Commercial,76.37,1
2019-11,Nicole Graham,Clinic/Center,NC,O,Commercial,111.36,1
2019-11,Noah Palomino Health Center,Clinic/Center,AZ,O,Commercial,196.74,1
2019-11,Noah Palomino Health Center,Clinic/Center,AZ,O,Medicare,2696.70,18
2019-11,North Atlanta Pediatric Associates,Clinic/Center,GA,O,Commercial,981.93,6
2019-11,North Country Family Health Center,Clinic/Center,NY,O,Medicare,425.68,4
2019-11,North Fulton Internal Medical Group PC,Clinic/Center,GA,O,Commercial,88.23,1
2019-11,North Memorial Health Clinic,Clinic/Center,MN,O,Commercial,159.34,1
2019-11,North Miami Pediatrics,Clinic/Center,FL,O,Medicare,1568.40,6
2019-11,North Miami Pediatrics Pa,Clinic/Center,FL,O,Medicare,3434.55,11
2019-11,North Riverside Health Center,Clinic/Center,IL,O,Medicare,852.21,7
2019-11,Northampton Family Practice PC,Clinic/Center,NC,O,Medicare,333.84,3
2019-11,Northern Lights Family Medicine PC,Clinic/Center,MI,O,Commercial,125.95,1
2019-11,Northfield Hospital & Clinics Lonsdale Clinic,Clinic/Center,MN,O,Commercial,341.77,1
2019-11,Northlake Medicine and Wellness Center LLC,Clinic/Center,LA,O,Commercial,152.26,2
2019-11,Northwest Medical Center Grant City Clinic,Clinic/Center,MO,O,Commercial,2.90,1
2019-11,Northwest Nurse Practitioners Clinic LLC,Nurse Practitioner,TX,O,Commercial,74.87,1
2019-11,Northwest Pediatrics & Adolescent Medicine,Clinic/Center,OR,O,Commercial,413.34,1
2019-11,Notchview Pediatrics at SMG,Clinic/Center,NJ,O,Commercial,941.57,6
2019-11,Novamedcare Inc.,Clinic/Center,NJ,O,Commercial,201.98,1
2019-11,Np Health Clinic PLLC,Nurse Practitioner,TX,O,Commercial,238.09,2
2019-11,Oak Mill Medical Associates Sc,Clinic/Center,IL,O,Commercial,232.39,1
2019-11,Oak Orchard Community Health Center,Clinic/Center,NY,O,Commercial,532.84,1
2019-11,Oak Orchard Community Health Center,Clinic/Center,NY,O,Medicare,1030.40,3
2019-11,Oak Street Health Physicians Group PC,Clinic/Center,IL,O,Medicare,794.97,6
2019-11,Oasis Family Medicine Inc.,Clinic/Center,CA,O,Commercial,229.30,1
2019-11,Ocoee Regional Health Corp.,Clinic/Center,TN,O,Medicare,109.70,1
2019-11,Odyssey House,Clinic/Center,NY,O,Commercial,302.33,1
2019-11,Odyssey House,Clinic/Center,NY,O,Medicare,374.75,2
2019-11,Ogeda Family Care PLLC,Clinic/Center,TX,O,Commercial,139.23,1
2019-11,Oihn-Family Medicine Center,Clinic/Center,MI,O,Medicare,2095.58,6
2019-11,Okeene Hospital Medical Clinic,Clinic/Center,OK,O,Commercial,82.99,1
2019-11,Old Dominion Pediatrics PLLC,Clinic/Center,VA,O,Medicare,985.96,6
2019-11,Olsen Clinic,Clinic/Center,AR,O,Commercial,338.67,1
2019-11,Omar Aref MD Plc.,Clinic/Center,FL,O,Commercial,131.26,1
2019-11,Omin Medical Center,Clinic/Center,MD,O,Medicare,866.26,3
2019-11,Omni Primary Care PC,Clinic/Center,GA,O,Commercial,255.86,2
2019-11,One Source Pediatrics Pa,Clinic/Center,FL,O,Commercial,170.98,1
2019-11,One Source Pediatrics Pa,Clinic/Center,FL,O,Medicare,772.65,2
2019-11,Ontario Childrens Health,Clinic/Center,OH,O,Commercial,1618.75,10
2019-11,Ontario Childrens Health,Clinic/Center,OH,O,Medicare,173.74,1
2019-11,Onyx Health and Wellness Center LLC,Clinic/Center,GA,O,Commercial,73.16,1
2019-11,Orchard Family Medicine PC,Clinic/Center,VA,O,Commercial,516.94,4
2019-11,Orland Childrens Center,Clinic/Center,CA,O,Commercial,384.58,2
2019-11,Osh -Pa Physicians Group PC,Clinic/Center,PA,O,Commercial,278.40,2
2019-11,Othello Family Clinic,Clinic/Center,WA,O,Medicare,0.00,1
2019-11,Others,Clinic/Center,AZ,O,Commercial,1692.73,6
2019-11,Others,Clinic/Center,AZ,O,Medicare,2040.40,13
2019-11,Others,Clinic/Center,CA,O,Commercial,13004.53,27
2019-11,Others,Clinic/Center,CA,O,Medicare,5924.99,34
2019-11,Others,Clinic/Center,FL,I,Medicare,19881.95,1
2019-11,Others,Clinic/Center,FL,O,Commercial,3938.28,33
2019-11,Others,Clinic/Center,FL,O,Medicare,4248.06,27
2019-11,Others,Clinic/Center,GA,O,Commercial,276.27,3
2019-11,Others,Clinic/Center,IL,O,Commercial,16058.68,95
2019-11,Others,Clinic/Center,IL,O,Medicare,6488.93,26
2019-11,Others,Clinic/Center,IN,O,Commercial,1042.68,7
2019-11,Others,Clinic/Center,KS,O,Commercial,524.75,2
2019-11,Others,Clinic/Center,LA,O,Commercial,244.04,2
2019-11,Others,Clinic/Center,LA,O,Medicare,182.34,1
2019-11,Others,Clinic/Center,MD,O,Commercial,477.25,2
2019-11,Others,Clinic/Center,MS,O,Commercial,671.34,7
2019-11,Others,Clinic/Center,MS,O,Medicare,343.97,5
2019-11,Others,Clinic/Center,NC,O,Commercial,293.99,1
2019-11,Others,Clinic/Center,NJ,O,Commercial,259.25,2
2019-11,Others,Clinic/Center,NJ,O,Medicare,7262.04,31
2019-11,Others,Clinic/Center,NY,O,Commercial,2479.23,14
2019-11,Others,Clinic/Center,NY,O,Medicare,5716.76,28
2019-11,Others,Clinic/Center,OH,O,Commercial,1159.05,6
2019-11,Others,Clinic/Center,PR,O,Commercial,94.74,2
2019-11,Others,Clinic/Center,SC,O,Commercial,193.09,2
2019-11,Others,Clinic/Center,SC,O,Medicare,1036.38,11
2019-11,Others,Clinic/Center,TX,O,Commercial,4639.19,18
2019-11,Others,Clinic/Center,TX,O,Medicare,10726.36,58
2019-11,Others,Nurse Practitioner,AR,O,Commercial,2215.37,28
2019-11,Others,Nurse Practitioner,AZ,O,Commercial,190.57,2
2019-11,Others,Nurse Practitioner,AZ,O,Medicare,2791.53,20
2019-11,Others,Nurse Practitioner,CA,O,Commercial,2950.42,12
2019-11,Others,Nurse Practitioner,CA,O,Medicare,5367.60,33
2019-11,Others,Nurse Practitioner,CO,O,Commercial,703.77,5
2019-11,Others,Nurse Practitioner,CT,O,Commercial,128.09,2
2019-11,Others,Nurse Practitioner,DE,O,Commercial,136.02,1
2019-11,Others,Nurse Practitioner,FL,O,Commercial,4735.34,34
2019-11,Others,Nurse Practitioner,FL,O,Medicare,5906.88,38
2019-11,Others,Nurse Practitioner,GA,O,Commercial,804.92,5
2019-11,Others,Nurse Practitioner,GA,O,Medicare,7069.70,20
2019-11,Others,Nurse Practitioner,IA,O,Medicare,4334.98,17
2019-11,Others,Nurse Practitioner,ID,O,Commercial,3015.83,8
2019-11,Others,Nurse Practitioner,ID,O,Medicaid,354.86,1
2019-11,Others,Nurse Practitioner,ID,O,Medicare,212.19,1
2019-11,Others,Nurse Practitioner,IL,O,Commercial,3939.43,22
2019-11,Others,Nurse Practitioner,IL,O,Medicaid,98.35,1
2019-11,Others,Nurse Practitioner,IL,O,Medicare,4898.08,22
2019-11,Others,Nurse Practitioner,IN,O,Commercial,2258.29,17
2019-11,Others,Nurse Practitioner,IN,O,Medicare,2088.57,18
2019-11,Others,Nurse Practitioner,KS,O,Commercial,566.93,6
2019-11,Others,Nurse Practitioner,KS,O,Medicare,4041.22,36
2019-11,Others,Nurse Practitioner,KY,O,Commercial,2602.42,21
2019-11,Others,Nurse Practitioner,KY,O,Medicare,5233.87,37
2019-11,Others,Nurse Practitioner,LA,O,Medicare,6902.70,34
2019-11,Others,Nurse Practitioner,MA,O,Commercial,280.35,2
2019-11,Others,Nurse Practitioner,MA,O,Medicare,4.60,1
2019-11,Others,Nurse Practitioner,MD,O,Commercial,1090.71,7
2019-11,Others,Nurse Practitioner,MD,O,Medicare,4421.42,21
2019-11,Others,Nurse Practitioner,ME,O,Commercial,803.48,4
2019-11,Others,Nurse Practitioner,MI,O,Commercial,22412.14,122
2019-11,Others,Nurse Practitioner,MI,O,Medicare,2678.12,14
2019-11,Others,Nurse Practitioner,MN,O,Commercial,459.65,3
2019-11,Others,Nurse Practitioner,MS,O,Commercial,504.38,3
2019-11,Others,Nurse Practitioner,MS,O,Medicare,391.20,3
2019-11,Others,Nurse Practitioner,MT,O,Commercial,113.95,1
2019-11,Others,Nurse Practitioner,NC,O,Commercial,1794.61,10
2019-11,Others,Nurse Practitioner,NE,O,Commercial,334.58,1
2019-11,Others,Nurse Practitioner,NE,O,Medicare,96.61,1
2019-11,Others,Nurse Practitioner,NH,O,Commercial,508.33,2
2019-11,Others,Nurse Practitioner,NH,O,Medicare,132.67,1
2019-11,Others,Nurse Practitioner,NJ,O,Commercial,1389.69,9
2019-11,Others,Nurse Practitioner,NJ,O,Medicare,3123.04,7
2019-11,Others,Nurse Practitioner,NV,O,Commercial,179.23,1
2019-11,Others,Nurse Practitioner,NV,O,Medicare,1367.72,13
2019-11,Others,Nurse Practitioner,NY,O,Commercial,6868.22,32
2019-11,Others,Nurse Practitioner,NY,O,Medicare,2205.39,15
2019-11,Others,Nurse Practitioner,OH,O,Commercial,5481.09,31
2019-11,Others,Nurse Practitioner,OH,O,Medicare,913.85,9
2019-11,Others,Nurse Practitioner,OK,O,Commercial,631.94,4
2019-11,Others,Nurse Practitioner,OR,O,Commercial,406.60,1
2019-11,Others,Nurse Practitioner,PA,O,Commercial,4065.01,19
2019-11,Others,Nurse Practitioner,PA,O,Medicare,3950.88,12
2019-11,Others,Nurse Practitioner,SC,O,Medicare,402.44,2
2019-11,Others,Nurse Practitioner,SD,O,Commercial,114.35,1
2019-11,Others,Nurse Practitioner,TN,O,Commercial,1794.04,13
2019-11,Others,Nurse Practitioner,TN,O,Medicare,5556.97,49
2019-11,Others,Nurse Practitioner,TX,O,Commercial,14492.75,69
2019-11,Others,Nurse Practitioner,TX,O,Medicaid,87.20,1
2019-11,Others,Nurse Practitioner,TX,O,Medicare,9536.61,43
2019-11,Others,Nurse Practitioner,UT,O,Commercial,66.68,1
2019-11,Others,Nurse Practitioner,VA,O,Commercial,810.62,4
2019-11,Others,Nurse Practitioner,VA,O,Medicare,1332.89,10
2019-11,Others,Nurse Practitioner,VT,O,Commercial,31.10,1
2019-11,Others,Nurse Practitioner,WA,O,Commercial,2676.88,12
2019-11,Others,Nurse Practitioner,WA,O,Medicaid,304.61,3
2019-11,Others,Nurse Practitioner,WA,O,Medicare,3691.94,46
2019-11,Others,Nurse Practitioner,WI,O,Commercial,1572.90,6
2019-11,Others,Nurse Practitioner,WI,O,Medicare,712.14,7
2019-11,Others,Nurse Practitioner,WV,O,Commercial,99.41,1
2019-11,Others,Nurse Practitioner,WV,O,Medicare,305.45,5
2019-11,Ouachita Womens Services,Clinic/Center,AR,O,Commercial,274.41,1
2019-11,Our Lady of Hope Medical Clinic,Clinic/Center,CO,O,Commercial,122.08,1
2019-11,Ourmed LLC,Clinic/Center,AL,O,Commercial,122.27,1
2019-11,PCC Community Wellness Center,Clinic/Center,IL,O,Medicare,1076.40,12
2019-11,PCC Salud Family Health Center,Clinic/Center,IL,O,Commercial,826.99,5
2019-11,PCC Salud Family Health Center,Clinic/Center,IL,O,Medicare,498.37,6
2019-11,PCC South Family Health Center,Clinic/Center,IL,O,Medicare,3313.00,23
2019-11,PHMC Health Connection,Clinic/Center,PA,O,Medicare,0.00,6
2019-11,PMS Catron County Med Center,Clinic/Center,NM,O,Medicare,109.66,2
2019-11,PMS Chaparral Family Health Center,Clinic/Center,NM,O,Commercial,,2
2019-11,PMS Chaparral Family Health Center,Clinic/Center,NM,O,Medicare,808.07,11
2019-11,PMS-Farmington Community Health Center,Clinic/Center,NM,O,Medicare,,1
2019-11,Pacific Heights Medical Group,Clinic/Center,CA,O,Commercial,0.00,2
2019-11,Pahokee Health Center,Clinic/Center,FL,O,Medicare,9453.58,68
2019-11,Palma Ceia Family Care,Clinic/Center,FL,O,Commercial,486.62,2
2019-11,Palmetto Medical Group LLC,Clinic/Center,SC,O,Commercial,131.84,2
2019-11,Pana Medical Group,Clinic/Center,IL,O,Medicare,72.84,1
2019-11,Pancare Community Health Center,Clinic/Center,FL,O,Medicare,70.32,2
2019-11,Panira Healthcare Clinic,Clinic/Center,FL,O,Commercial,120.36,1
2019-11,Pantops Family Medicine Plc.,Clinic/Center,VA,O,Commercial,1327.70,8
2019-11,Paragould Doctors Clinic,Clinic/Center,AR,O,Commercial,80.32,1
2019-11,Paramus Pediatrics Pa,Clinic/Center,NJ,O,Commercial,2418.97,12
2019-11,Park Street Medical Clinic,Clinic/Center,NE,O,Commercial,265.54,1
2019-11,Park Street Medical Clinic,Clinic/Center,NE,O,Medicare,144.20,2
2019-11,Parkersburg Family Care,Clinic/Center,WV,O,Medicare,1326.48,9
2019-11,Parkside Medical Center,Clinic/Center,NJ,O,Medicare,105.18,3
2019-11,Parktree Community Health Center,Clinic/Center,CA,O,Medicare,904.45,12
2019-11,Partners In Primary Care,Clinic/Center,IL,O,Commercial,162.46,1
2019-11,"Pasadena Peditarics, P.A.",Clinic/Center,FL,O,Medicare,149.90,1
2019-11,"Paul Keshishian, D.O., PC",Clinic/Center,NJ,O,Commercial,1207.59,9
2019-11,"Paul Keshishian, D.O., PC",Clinic/Center,NJ,O,Medicare,81.12,1
2019-11,Paul Pierrot MD PC,Clinic/Center,NJ,O,Commercial,781.37,5
2019-11,Paula Sjolund Do LLC,Clinic/Center,NJ,O,Commercial,2554.00,18
2019-11,Peace Medical Group Inc.,Clinic/Center,IL,O,Medicare,107.49,1
2019-11,Peace of Mind Pediatrics PLLC,Clinic/Center,OK,O,Commercial,179.87,2
2019-11,Peach Tree Linda,Clinic/Center,CA,O,Commercial,434.48,3
2019-11,Peach Tree Linda,Clinic/Center,CA,O,Medicare,560.08,6
2019-11,Pediatric Associates Medical Group Inc.,Clinic/Center,CA,O,Commercial,1204.15,5
2019-11,Pediatric Associates Mont. Co.,Clinic/Center,MD,O,Commercial,277.80,2
2019-11,Pediatric Associates of Elizabethtown,Clinic/Center,KY,O,Commercial,78.73,1
2019-11,Pediatric Care Specialists,Clinic/Center,PA,O,Commercial,1267.56,7
2019-11,Pediatric Care Specialists,Clinic/Center,PA,O,Medicare,2822.34,1
2019-11,Pediatric Consultants of Hampton Roads,Clinic/Center,VA,O,Commercial,499.08,2
2019-11,Pediatric Consultants of Hampton Roads,Clinic/Center,VA,O,Medicare,1885.01,15
2019-11,Pediatricians of Dallas Pa,Clinic/Center,TX,O,Commercial,85.83,1
2019-11,Pediatrics Care Plus Pa,Clinic/Center,FL,O,Medicare,823.32,4
2019-11,Pediatrics Pa,Clinic/Center,FL,O,Medicare,797.96,4
2019-11,Pedios Ltd.,Clinic/Center,IL,O,Commercial,772.71,4
2019-11,Peekaboo Pediatrics PC,Clinic/Center,PA,O,Commercial,214.65,1
2019-11,Peoples Clinic HCH Outreach,Clinic/Center,CO,O,Medicare,0.00,25
2019-11,Peoples Medical Centers Primary Care Inc.,Clinic/Center,FL,O,Commercial,30.22,1
2019-11,Perimeter Clinic,Clinic/Center,GA,O,Commercial,196.34,1
2019-11,Perlman Clinic,Clinic/Center,CA,O,Commercial,852.91,3
2019-11,Peter J. Reed Do PC,Clinic/Center,AZ,O,Commercial,479.65,3
2019-11,Peyton Family Practice LLC,Clinic/Center,VA,O,Commercial,381.34,2
2019-11,Philadelphia District Health Center 5,Clinic/Center,PA,O,Medicare,672.86,7
2019-11,Philadelphia Health Care Center 2,Clinic/Center,PA,O,Medicare,239.08,5
2019-11,Phoebe-Sumter Medical Clinic,Clinic/Center,GA,O,Medicare,519.42,5
2019-11,Physicians Express,Clinic/Center,IL,O,Commercial,452.32,3
2019-11,Physicians Urgent Care-Franklin,Clinic/Center,TN,O,Commercial,41.70,1
2019-11,Pickett Medical Center,Clinic/Center,TX,O,Commercial,196.29,1
2019-11,Piedmont Family Medicine P.A.,Clinic/Center,NC,O,Commercial,103.28,1
2019-11,Piedmont Health and Wellness,Clinic/Center,VA,O,Commercial,106.55,1
2019-11,Pkwy. Pediatrics,Clinic/Center,VA,O,Commercial,596.13,3
2019-11,Planned Parenthood B. Street Clinic,Clinic/Center,CA,O,Medicare,152.00,2
2019-11,Playhouse Pediatrics P.A.,Clinic/Center,TX,O,Medicare,210.34,1
2019-11,Ponce Preventive Care LLC,Clinic/Center,GA,O,Commercial,536.11,2
2019-11,Potomac Advanced Medical Care,Clinic/Center,MD,O,Commercial,91.64,1
2019-11,Potomac Pediatrics PC,Clinic/Center,VA,O,Commercial,154.48,1
2019-11,Potrero Hill Health Center,Clinic/Center,CA,O,Medicare,31.84,1
